anon_id,course_year,course_code,course_name,assessment_mark
Se87def70,2019/0,MATH08057,Introduction to Linear Algebra,70
Sb2e04dcb,2018/9,MATH08057,Introduction to Linear Algebra,0
Sb2e04dcb,2018/9,MATH08058,Calculus and its Applications,13
Scee0b732,2018/9,MATH08057,Introduction to Linear Algebra,96
Scee0b732,2018/9,MATH08058,Calculus and its Applications,85
S787aceb0,2018/9,MATH07003,Fundamentals of Algebra and Calculus,100
S787aceb0,2018/9,MATH08057,Introduction to Linear Algebra,94
S787aceb0,2018/9,MATH08058,Calculus and its Applications,60
Secf1e2bd,2018/9,MATH08058,Calculus and its Applications,0
Sc156570e,2018/9,MATH08058,Calculus and its Applications,16
S35cb77ca,2018/9,MATH08057,Introduction to Linear Algebra,79
S35cb77ca,2018/9,MATH08058,Calculus and its Applications,56
Seea12a2d,2018/9,MATH07003,Fundamentals of Algebra and Calculus,69
Seea12a2d,2018/9,MATH08058,Calculus and its Applications,51
S529f8468,2019/0,MATH08058,Calculus and its Applications,77
S5ea3980b,2019/0,MATH08057,Introduction to Linear Algebra,95
S5ea3980b,2019/0,MATH08058,Calculus and its Applications,100
S420eac10,2018/9,MATH08057,Introduction to Linear Algebra,71
S3b928d7f,2018/9,MATH08057,Introduction to Linear Algebra,89
S3b928d7f,2018/9,MATH08058,Calculus and its Applications,60
S4b385421,2018/9,MATH08057,Introduction to Linear Algebra,65
S4b385421,2018/9,MATH08058,Calculus and its Applications,61
Sf36fd7f0,2019/0,MATH07003,Fundamentals of Algebra and Calculus,55
Se9c3f95a,2018/9,MATH08057,Introduction to Linear Algebra,64
Se9c3f95a,2018/9,MATH08058,Calculus and its Applications,0
Se9c3f95a,2019/0,MATH08058,Calculus and its Applications,74
Sd458ce96,2018/9,MATH08057,Introduction to Linear Algebra,77
Se168a21b,2018/9,MATH08057,Introduction to Linear Algebra,11
S8c7f8177,2018/9,MATH08058,Calculus and its Applications,0
S954d08ef,2018/9,MATH08057,Introduction to Linear Algebra,94
S954d08ef,2018/9,MATH08058,Calculus and its Applications,72
Sb500d14e,2019/0,MATH08058,Calculus and its Applications,100
S152d313e,2018/9,MATH08057,Introduction to Linear Algebra,72
S152d313e,2018/9,MATH08058,Calculus and its Applications,51
S388ebbec,2018/9,MATH08057,Introduction to Linear Algebra,48
S53cd7bb1,2018/9,MATH08058,Calculus and its Applications,49
Sb1b0848c,2018/9,MATH08057,Introduction to Linear Algebra,86
Sb1b0848c,2018/9,MATH08058,Calculus and its Applications,65
S8936cdfb,2018/9,MATH08058,Calculus and its Applications,75
S8936cdfb,2019/0,MATH08057,Introduction to Linear Algebra,86
S0271b26e,2020/1,MATH08057,Introduction to Linear Algebra,81
S0271b26e,2020/1,MATH08058,Calculus and its Applications,NA
S029945fc,2018/9,MATH08057,Introduction to Linear Algebra,94
S029945fc,2018/9,MATH08058,Calculus and its Applications,78
Sdfe714e1,2018/9,MATH08058,Calculus and its Applications,72
S08e521da,2018/9,MATH08057,Introduction to Linear Algebra,84
S08e521da,2018/9,MATH08058,Calculus and its Applications,68
S473079bb,2018/9,MATH08057,Introduction to Linear Algebra,94
S033e3432,2019/0,MATH08057,Introduction to Linear Algebra,63
Scd5b7d72,2018/9,MATH08058,Calculus and its Applications,42
S7fe357af,2018/9,MATH08058,Calculus and its Applications,51
S374f25d6,2018/9,MATH07003,Fundamentals of Algebra and Calculus,80
S374f25d6,2018/9,MATH08057,Introduction to Linear Algebra,90
S374f25d6,2018/9,MATH08058,Calculus and its Applications,76
Scfdef0c8,2018/9,MATH08058,Calculus and its Applications,74
S1e649b90,2018/9,MATH08058,Calculus and its Applications,0
Sc78164db,2018/9,MATH08057,Introduction to Linear Algebra,90
S82803564,2018/9,MATH08058,Calculus and its Applications,70
Sba0c26a4,2018/9,MATH08057,Introduction to Linear Algebra,87
Scd69d870,2018/9,MATH08058,Calculus and its Applications,53
Sd5e2a76d,2018/9,MATH08057,Introduction to Linear Algebra,94
S02d60835,2018/9,MATH08057,Introduction to Linear Algebra,89
S02d60835,2018/9,MATH08058,Calculus and its Applications,60
S0dc2f87e,2018/9,MATH07003,Fundamentals of Algebra and Calculus,50
S2343659a,2018/9,MATH08057,Introduction to Linear Algebra,78
Sf263b399,2018/9,MATH08057,Introduction to Linear Algebra,40
S4454786e,2018/9,MATH08057,Introduction to Linear Algebra,0
Sba05082f,2018/9,MATH08058,Calculus and its Applications,65
Se554ba75,2018/9,MATH08057,Introduction to Linear Algebra,49
Se554ba75,2018/9,MATH08058,Calculus and its Applications,37
Sb5d11ebd,2018/9,MATH08058,Calculus and its Applications,70
Sfdc1a502,2018/9,MATH08057,Introduction to Linear Algebra,25
Sda97872d,2018/9,MATH08057,Introduction to Linear Algebra,0
Sda97872d,2018/9,MATH08058,Calculus and its Applications,0
S926f2042,2018/9,MATH08058,Calculus and its Applications,57
Sb862b653,2019/0,MATH07003,Fundamentals of Algebra and Calculus,13
Se24f41fb,2018/9,MATH08057,Introduction to Linear Algebra,0
Sc8c81aac,2018/9,MATH08057,Introduction to Linear Algebra,84
S9397871a,2018/9,MATH08057,Introduction to Linear Algebra,52
S9397871a,2018/9,MATH08058,Calculus and its Applications,40
S4241b340,2018/9,MATH08058,Calculus and its Applications,45
S0262c3ee,2018/9,MATH07003,Fundamentals of Algebra and Calculus,87
S0262c3ee,2018/9,MATH08057,Introduction to Linear Algebra,82
S0262c3ee,2018/9,MATH08058,Calculus and its Applications,68
S8919e24c,2018/9,MATH07003,Fundamentals of Algebra and Calculus,0
S6c2b33e9,2018/9,MATH08058,Calculus and its Applications,49
Scef55e2a,2018/9,MATH07003,Fundamentals of Algebra and Calculus,48
Scef55e2a,2018/9,MATH08057,Introduction to Linear Algebra,46
Scef55e2a,2018/9,MATH08058,Calculus and its Applications,50
Sd11e0b43,2018/9,MATH07003,Fundamentals of Algebra and Calculus,0
Sd11e0b43,2018/9,MATH08057,Introduction to Linear Algebra,0
Sd11e0b43,2018/9,MATH08058,Calculus and its Applications,0
S15a4485d,2019/0,MATH08058,Calculus and its Applications,0
Sc9b73fa2,2018/9,MATH08057,Introduction to Linear Algebra,80
Sc9b73fa2,2018/9,MATH08058,Calculus and its Applications,54
S8cb61bbc,2018/9,MATH08057,Introduction to Linear Algebra,0
S8cb61bbc,2018/9,MATH08058,Calculus and its Applications,0
Sbf75b0b8,2018/9,MATH08058,Calculus and its Applications,38
S1803312c,2018/9,MATH08058,Calculus and its Applications,62
S6dd5d821,2018/9,MATH08057,Introduction to Linear Algebra,86
Sc57d6031,2018/9,MATH07003,Fundamentals of Algebra and Calculus,45
Sc57d6031,2018/9,MATH08057,Introduction to Linear Algebra,53
Sc57d6031,2018/9,MATH08058,Calculus and its Applications,0
Sd1006b29,2018/9,MATH08058,Calculus and its Applications,41
S621f459b,2018/9,MATH08057,Introduction to Linear Algebra,68
S621f459b,2018/9,MATH08058,Calculus and its Applications,48
Sfc56779e,2020/1,MATH08058,Calculus and its Applications,NA
Se6cc5db4,2018/9,MATH08057,Introduction to Linear Algebra,71
S9e1f11c5,2018/9,MATH08057,Introduction to Linear Algebra,77
S27f6e3b6,2018/9,MATH08058,Calculus and its Applications,0
Sf6aa6f0b,2018/9,MATH08058,Calculus and its Applications,53
S5ab11da7,2018/9,MATH07003,Fundamentals of Algebra and Calculus,87
S5ab11da7,2018/9,MATH08057,Introduction to Linear Algebra,80
S5ab11da7,2018/9,MATH08058,Calculus and its Applications,71
S06574cd0,2019/0,MATH08057,Introduction to Linear Algebra,NA
S06574cd0,2019/0,MATH08058,Calculus and its Applications,NA
Sc6fc197f,2018/9,MATH08058,Calculus and its Applications,58
S851fa663,2018/9,MATH07003,Fundamentals of Algebra and Calculus,77
S1ec0e04f,2018/9,MATH08057,Introduction to Linear Algebra,85
S1ec0e04f,2018/9,MATH08058,Calculus and its Applications,75
S72926a69,2018/9,MATH07003,Fundamentals of Algebra and Calculus,68
S72926a69,2018/9,MATH08058,Calculus and its Applications,26
S902f062c,2018/9,MATH08057,Introduction to Linear Algebra,85
S902f062c,2018/9,MATH08058,Calculus and its Applications,64
Sf0374468,2018/9,MATH07003,Fundamentals of Algebra and Calculus,54
Sf0374468,2018/9,MATH08057,Introduction to Linear Algebra,72
S3f60161e,2018/9,MATH07003,Fundamentals of Algebra and Calculus,51
Sc6426351,2018/9,MATH08057,Introduction to Linear Algebra,87
Sc6426351,2018/9,MATH08058,Calculus and its Applications,61
S49940367,2018/9,MATH08057,Introduction to Linear Algebra,99
S49940367,2018/9,MATH08058,Calculus and its Applications,87
S517d46ae,2018/9,MATH08057,Introduction to Linear Algebra,58
S0a23f78e,2018/9,MATH08057,Introduction to Linear Algebra,71
S0a23f78e,2018/9,MATH08058,Calculus and its Applications,39
S0a23f78e,2019/0,MATH07003,Fundamentals of Algebra and Calculus,75
Sfaf6b0bf,2018/9,MATH08057,Introduction to Linear Algebra,35
Sfaf6b0bf,2018/9,MATH08058,Calculus and its Applications,40
Sfaf6b0bf,2019/0,MATH08057,Introduction to Linear Algebra,53
S9409d3c9,2018/9,MATH08057,Introduction to Linear Algebra,82
S9409d3c9,2018/9,MATH08058,Calculus and its Applications,64
S9058b450,2018/9,MATH08058,Calculus and its Applications,38
S04c58f8b,2018/9,MATH08057,Introduction to Linear Algebra,49
S04c58f8b,2018/9,MATH08058,Calculus and its Applications,33
S04c58f8b,2019/0,MATH07003,Fundamentals of Algebra and Calculus,58
S04c58f8b,2019/0,MATH08058,Calculus and its Applications,81
S12a7b472,2018/9,MATH08057,Introduction to Linear Algebra,89
S12a7b472,2018/9,MATH08058,Calculus and its Applications,60
S43e7b0e2,2018/9,MATH08058,Calculus and its Applications,94
Sc9712053,2018/9,MATH08058,Calculus and its Applications,35
Sc9712053,2019/0,MATH08058,Calculus and its Applications,46
Sdb3a6c4d,2018/9,MATH08057,Introduction to Linear Algebra,89
S2d06b3fe,2018/9,MATH08057,Introduction to Linear Algebra,93
S2d06b3fe,2018/9,MATH08058,Calculus and its Applications,86
Sd1d814b2,2018/9,MATH08057,Introduction to Linear Algebra,84
Sca598690,2018/9,MATH08058,Calculus and its Applications,0
Sb967ae28,2019/0,MATH08057,Introduction to Linear Algebra,64
S24318c1b,2018/9,MATH08057,Introduction to Linear Algebra,78
S24318c1b,2018/9,MATH08058,Calculus and its Applications,44
Sd77b394c,2018/9,MATH08057,Introduction to Linear Algebra,0
Sd77b394c,2018/9,MATH08058,Calculus and its Applications,0
S836533d2,2018/9,MATH08057,Introduction to Linear Algebra,63
Sda42c207,2018/9,MATH07003,Fundamentals of Algebra and Calculus,67
Sda42c207,2018/9,MATH08057,Introduction to Linear Algebra,87
Sda42c207,2018/9,MATH08058,Calculus and its Applications,66
S0b402a59,2018/9,MATH08057,Introduction to Linear Algebra,84
S30841666,2018/9,MATH08058,Calculus and its Applications,54
S2173cf74,2018/9,MATH08057,Introduction to Linear Algebra,43
S2173cf74,2018/9,MATH08058,Calculus and its Applications,40
S1271db9e,2018/9,MATH08057,Introduction to Linear Algebra,87
Sb2aad9b7,2018/9,MATH08057,Introduction to Linear Algebra,86
Sb2aad9b7,2018/9,MATH08058,Calculus and its Applications,92
Sbc7ffe63,2019/0,MATH07003,Fundamentals of Algebra and Calculus,60
S946a13ce,2019/0,MATH07003,Fundamentals of Algebra and Calculus,85
S3c344987,2018/9,MATH08057,Introduction to Linear Algebra,96
S5e154fbf,2018/9,MATH08057,Introduction to Linear Algebra,57
S5e154fbf,2018/9,MATH08058,Calculus and its Applications,57
S70c306d0,2018/9,MATH08057,Introduction to Linear Algebra,87
Sf51f9c2a,2018/9,MATH08058,Calculus and its Applications,45
Sf51f9c2a,2019/0,MATH07003,Fundamentals of Algebra and Calculus,61
S4c5272f5,2019/0,MATH08057,Introduction to Linear Algebra,90
S4c5272f5,2019/0,MATH08058,Calculus and its Applications,100
Sab3ba859,2018/9,MATH08057,Introduction to Linear Algebra,76
Sab3ba859,2018/9,MATH08058,Calculus and its Applications,62
S6bacd660,2018/9,MATH08057,Introduction to Linear Algebra,74
S6bacd660,2018/9,MATH08058,Calculus and its Applications,63
S6bacd660,2019/0,MATH07003,Fundamentals of Algebra and Calculus,84
Sd976b3c8,2018/9,MATH08057,Introduction to Linear Algebra,65
Sd976b3c8,2018/9,MATH08058,Calculus and its Applications,44
S2a948025,2019/0,MATH08057,Introduction to Linear Algebra,50
S87224713,2018/9,MATH08057,Introduction to Linear Algebra,71
S87224713,2018/9,MATH08058,Calculus and its Applications,51
S6fd5d513,2019/0,MATH07003,Fundamentals of Algebra and Calculus,9
S1cf5e860,2018/9,MATH08057,Introduction to Linear Algebra,94
S1cf5e860,2018/9,MATH08058,Calculus and its Applications,84
Sea8946fb,2018/9,MATH08057,Introduction to Linear Algebra,89
Sea8946fb,2018/9,MATH08058,Calculus and its Applications,86
Sef892c16,2018/9,MATH08057,Introduction to Linear Algebra,89
Sef892c16,2018/9,MATH08058,Calculus and its Applications,90
S20de7e60,2018/9,MATH08057,Introduction to Linear Algebra,90
S20de7e60,2018/9,MATH08058,Calculus and its Applications,74
S391036d4,2018/9,MATH08057,Introduction to Linear Algebra,96
S391036d4,2018/9,MATH08058,Calculus and its Applications,89
S1bf0ed67,2018/9,MATH08057,Introduction to Linear Algebra,68
S1bf0ed67,2018/9,MATH08058,Calculus and its Applications,65
Sa2c799a7,2018/9,MATH08057,Introduction to Linear Algebra,78
Sa2c799a7,2018/9,MATH08058,Calculus and its Applications,63
S27ad7b6e,2018/9,MATH08057,Introduction to Linear Algebra,85
S1e187018,2018/9,MATH08057,Introduction to Linear Algebra,78
S1e187018,2018/9,MATH08058,Calculus and its Applications,84
S5b537f99,2018/9,MATH08057,Introduction to Linear Algebra,70
S4ea1ff46,2018/9,MATH08057,Introduction to Linear Algebra,99
S4ea1ff46,2018/9,MATH08058,Calculus and its Applications,88
S5f20265d,2018/9,MATH08057,Introduction to Linear Algebra,79
S5f20265d,2018/9,MATH08058,Calculus and its Applications,50
S378b4d58,2018/9,MATH07003,Fundamentals of Algebra and Calculus,61
S378b4d58,2018/9,MATH08057,Introduction to Linear Algebra,55
S378b4d58,2018/9,MATH08058,Calculus and its Applications,51
S506ab2f5,2018/9,MATH08057,Introduction to Linear Algebra,75
S506ab2f5,2018/9,MATH08058,Calculus and its Applications,76
Sa8d376a0,2018/9,MATH07003,Fundamentals of Algebra and Calculus,66
Sa8d376a0,2018/9,MATH08057,Introduction to Linear Algebra,0
S8ff90e31,2018/9,MATH08057,Introduction to Linear Algebra,67
S8ff90e31,2018/9,MATH08058,Calculus and its Applications,63
Sdeed34f5,2018/9,MATH08057,Introduction to Linear Algebra,88
Sdeed34f5,2018/9,MATH08058,Calculus and its Applications,79
S1424fbf5,2018/9,MATH08057,Introduction to Linear Algebra,75
S1424fbf5,2018/9,MATH08058,Calculus and its Applications,60
S5ef1bcd8,2018/9,MATH08057,Introduction to Linear Algebra,85
S5ef1bcd8,2018/9,MATH08058,Calculus and its Applications,69
S226df75a,2018/9,MATH08057,Introduction to Linear Algebra,93
S226df75a,2018/9,MATH08058,Calculus and its Applications,90
S7333e601,2018/9,MATH08057,Introduction to Linear Algebra,92
S7333e601,2018/9,MATH08058,Calculus and its Applications,72
S458c08f7,2018/9,MATH08057,Introduction to Linear Algebra,85
S458c08f7,2018/9,MATH08058,Calculus and its Applications,65
S5113aeca,2019/0,MATH08057,Introduction to Linear Algebra,56
S0134d60f,2018/9,MATH08057,Introduction to Linear Algebra,68
S0134d60f,2018/9,MATH08058,Calculus and its Applications,53
S5a604839,2018/9,MATH07003,Fundamentals of Algebra and Calculus,67
S5a604839,2018/9,MATH08057,Introduction to Linear Algebra,72
S5a604839,2018/9,MATH08058,Calculus and its Applications,67
Sba983abe,2018/9,MATH08057,Introduction to Linear Algebra,88
Sba983abe,2018/9,MATH08058,Calculus and its Applications,74
S98389025,2018/9,MATH08057,Introduction to Linear Algebra,93
S98389025,2018/9,MATH08058,Calculus and its Applications,82
S4ce49425,2018/9,MATH08057,Introduction to Linear Algebra,84
S4ce49425,2018/9,MATH08058,Calculus and its Applications,74
Sa453770d,2018/9,MATH08057,Introduction to Linear Algebra,71
Sa453770d,2018/9,MATH08058,Calculus and its Applications,50
Seef03029,2019/0,MATH08057,Introduction to Linear Algebra,78
Seef03029,2019/0,MATH08058,Calculus and its Applications,80
Sa4fbf1b7,2018/9,MATH08057,Introduction to Linear Algebra,65
Sa4fbf1b7,2018/9,MATH08058,Calculus and its Applications,55
Sef57df04,2018/9,MATH07003,Fundamentals of Algebra and Calculus,100
Sef57df04,2018/9,MATH08057,Introduction to Linear Algebra,89
Sef57df04,2018/9,MATH08058,Calculus and its Applications,77
Sc8fd45c5,2018/9,MATH08057,Introduction to Linear Algebra,77
Sc8fd45c5,2018/9,MATH08058,Calculus and its Applications,0
S8ff9e573,2018/9,MATH08057,Introduction to Linear Algebra,91
S8ff9e573,2018/9,MATH08058,Calculus and its Applications,75
S765128db,2018/9,MATH08057,Introduction to Linear Algebra,87
S765128db,2018/9,MATH08058,Calculus and its Applications,54
S80ed1538,2018/9,MATH08057,Introduction to Linear Algebra,85
S80ed1538,2018/9,MATH08058,Calculus and its Applications,74
Sca78233d,2018/9,MATH08057,Introduction to Linear Algebra,68
Sca78233d,2018/9,MATH08058,Calculus and its Applications,61
Sca78233d,2019/0,MATH07003,Fundamentals of Algebra and Calculus,80
S68ac1449,2018/9,MATH08057,Introduction to Linear Algebra,95
S68ac1449,2018/9,MATH08058,Calculus and its Applications,88
S9b104347,2018/9,MATH08057,Introduction to Linear Algebra,80
S9b104347,2018/9,MATH08058,Calculus and its Applications,86
S0587f7f1,2018/9,MATH08057,Introduction to Linear Algebra,87
S0587f7f1,2018/9,MATH08058,Calculus and its Applications,81
S8e361f9c,2018/9,MATH08057,Introduction to Linear Algebra,83
S8e361f9c,2018/9,MATH08058,Calculus and its Applications,54
S3d9513aa,2018/9,MATH08057,Introduction to Linear Algebra,94
S3d9513aa,2018/9,MATH08058,Calculus and its Applications,88
S17244c7d,2019/0,MATH07003,Fundamentals of Algebra and Calculus,56
S17244c7d,2019/0,MATH08057,Introduction to Linear Algebra,50
S17244c7d,2019/0,MATH08058,Calculus and its Applications,98
S21452438,2018/9,MATH08057,Introduction to Linear Algebra,84
S21452438,2018/9,MATH08058,Calculus and its Applications,77
S97b82600,2018/9,MATH08057,Introduction to Linear Algebra,70
S97b82600,2018/9,MATH08058,Calculus and its Applications,58
Sd82d7ae8,2018/9,MATH08057,Introduction to Linear Algebra,94
Sd82d7ae8,2018/9,MATH08058,Calculus and its Applications,87
S30f28c02,2018/9,MATH08057,Introduction to Linear Algebra,82
S30f28c02,2018/9,MATH08058,Calculus and its Applications,67
Sf5b144d2,2018/9,MATH08057,Introduction to Linear Algebra,77
Sf5b144d2,2018/9,MATH08058,Calculus and its Applications,72
Sd21184a4,2018/9,MATH07003,Fundamentals of Algebra and Calculus,67
Sd21184a4,2018/9,MATH08057,Introduction to Linear Algebra,66
Sd21184a4,2018/9,MATH08058,Calculus and its Applications,60
S0371562e,2018/9,MATH08057,Introduction to Linear Algebra,88
S0371562e,2018/9,MATH08058,Calculus and its Applications,71
Sa419c271,2018/9,MATH08057,Introduction to Linear Algebra,97
Sa419c271,2018/9,MATH08058,Calculus and its Applications,83
Sd7798e2a,2018/9,MATH08057,Introduction to Linear Algebra,90
Sd7798e2a,2018/9,MATH08058,Calculus and its Applications,66
S52136ce3,2018/9,MATH08057,Introduction to Linear Algebra,72
S52136ce3,2018/9,MATH08058,Calculus and its Applications,69
S86cf68e3,2018/9,MATH08057,Introduction to Linear Algebra,62
S86cf68e3,2018/9,MATH08058,Calculus and its Applications,64
S2ea7438b,2018/9,MATH08057,Introduction to Linear Algebra,93
S2ea7438b,2018/9,MATH08058,Calculus and its Applications,80
S9750a433,2018/9,MATH08058,Calculus and its Applications,56
S8345bae9,2018/9,MATH08057,Introduction to Linear Algebra,96
S8345bae9,2018/9,MATH08058,Calculus and its Applications,85
Sa43bfc2c,2018/9,MATH08057,Introduction to Linear Algebra,85
Sa43bfc2c,2018/9,MATH08058,Calculus and its Applications,61
Sb0ba4fda,2019/0,MATH08057,Introduction to Linear Algebra,26
Sbec39973,2018/9,MATH08057,Introduction to Linear Algebra,82
Sbec39973,2018/9,MATH08058,Calculus and its Applications,65
S85b36e97,2018/9,MATH08057,Introduction to Linear Algebra,63
S4ae43ce1,2018/9,MATH08057,Introduction to Linear Algebra,92
S4ae43ce1,2018/9,MATH08058,Calculus and its Applications,80
Sc06ccc3a,2018/9,MATH08057,Introduction to Linear Algebra,94
Sc06ccc3a,2018/9,MATH08058,Calculus and its Applications,89
Sf60da47f,2018/9,MATH08057,Introduction to Linear Algebra,89
Sf60da47f,2018/9,MATH08058,Calculus and its Applications,83
S51b1ec24,2019/0,MATH07003,Fundamentals of Algebra and Calculus,78
S0fb126ab,2018/9,MATH08057,Introduction to Linear Algebra,65
S0fb126ab,2018/9,MATH08058,Calculus and its Applications,58
Sf37bce9b,2018/9,MATH07003,Fundamentals of Algebra and Calculus,70
Sf37bce9b,2018/9,MATH08057,Introduction to Linear Algebra,95
Sf37bce9b,2018/9,MATH08058,Calculus and its Applications,65
Sf2824555,2018/9,MATH08057,Introduction to Linear Algebra,85
Sf2824555,2018/9,MATH08058,Calculus and its Applications,75
Sa6dc3ee3,2018/9,MATH08057,Introduction to Linear Algebra,98
Sa6dc3ee3,2018/9,MATH08058,Calculus and its Applications,83
S6c15f1e3,2018/9,MATH07003,Fundamentals of Algebra and Calculus,60
S6c15f1e3,2018/9,MATH08057,Introduction to Linear Algebra,66
S6c15f1e3,2018/9,MATH08058,Calculus and its Applications,49
Sd5228523,2018/9,MATH08057,Introduction to Linear Algebra,87
Sd5228523,2018/9,MATH08058,Calculus and its Applications,89
S557e7c26,2018/9,MATH08057,Introduction to Linear Algebra,80
S557e7c26,2018/9,MATH08058,Calculus and its Applications,75
S9111ba0b,2018/9,MATH08057,Introduction to Linear Algebra,91
S9111ba0b,2018/9,MATH08058,Calculus and its Applications,79
S80e66319,2018/9,MATH08057,Introduction to Linear Algebra,82
S80e66319,2018/9,MATH08058,Calculus and its Applications,66
S0a64c975,2018/9,MATH07003,Fundamentals of Algebra and Calculus,67
S0a64c975,2018/9,MATH08057,Introduction to Linear Algebra,85
S0a64c975,2018/9,MATH08058,Calculus and its Applications,60
S94e732bf,2018/9,MATH08057,Introduction to Linear Algebra,87
Se219e392,2018/9,MATH08057,Introduction to Linear Algebra,92
Se219e392,2018/9,MATH08058,Calculus and its Applications,81
S3c854360,2018/9,MATH07003,Fundamentals of Algebra and Calculus,87
S3c854360,2018/9,MATH08057,Introduction to Linear Algebra,80
S3c854360,2018/9,MATH08058,Calculus and its Applications,76
Sad86e5cd,2020/1,MATH08057,Introduction to Linear Algebra,86
Sad86e5cd,2020/1,MATH08058,Calculus and its Applications,NA
S69768d4c,2018/9,MATH08057,Introduction to Linear Algebra,90
S69768d4c,2018/9,MATH08058,Calculus and its Applications,71
S101614cd,2018/9,MATH08057,Introduction to Linear Algebra,51
S101614cd,2018/9,MATH08058,Calculus and its Applications,49
Sec2a1ea4,2018/9,MATH08057,Introduction to Linear Algebra,92
Sec2a1ea4,2018/9,MATH08058,Calculus and its Applications,87
S5d4cee00,2018/9,MATH07003,Fundamentals of Algebra and Calculus,62
S5d4cee00,2018/9,MATH08057,Introduction to Linear Algebra,61
S5d4cee00,2018/9,MATH08058,Calculus and its Applications,36
S5d4cee00,2019/0,MATH08058,Calculus and its Applications,99
S92854bed,2018/9,MATH08058,Calculus and its Applications,40
S64f9e576,2018/9,MATH08057,Introduction to Linear Algebra,63
S1899161a,2018/9,MATH08057,Introduction to Linear Algebra,89
S1899161a,2018/9,MATH08058,Calculus and its Applications,74
Sbff18245,2018/9,MATH08057,Introduction to Linear Algebra,87
Sbff18245,2018/9,MATH08058,Calculus and its Applications,77
S3af3754e,2018/9,MATH08057,Introduction to Linear Algebra,94
S3af3754e,2018/9,MATH08058,Calculus and its Applications,85
Sf03aba4e,2018/9,MATH08057,Introduction to Linear Algebra,96
Sf03aba4e,2018/9,MATH08058,Calculus and its Applications,78
S97ad45ea,2018/9,MATH07003,Fundamentals of Algebra and Calculus,71
S97ad45ea,2018/9,MATH08057,Introduction to Linear Algebra,95
S97ad45ea,2018/9,MATH08058,Calculus and its Applications,88
S75505887,2018/9,MATH08057,Introduction to Linear Algebra,78
S75505887,2018/9,MATH08058,Calculus and its Applications,61
S60367574,2018/9,MATH08057,Introduction to Linear Algebra,93
S60367574,2018/9,MATH08058,Calculus and its Applications,94
Saff58a2e,2018/9,MATH08057,Introduction to Linear Algebra,78
Saff58a2e,2018/9,MATH08058,Calculus and its Applications,61
S9340ebb5,2018/9,MATH08057,Introduction to Linear Algebra,85
S9340ebb5,2018/9,MATH08058,Calculus and its Applications,74
Sa0b54431,2018/9,MATH08057,Introduction to Linear Algebra,89
Sa0b54431,2018/9,MATH08058,Calculus and its Applications,75
S6e1374d6,2018/9,MATH08057,Introduction to Linear Algebra,95
S6e1374d6,2018/9,MATH08058,Calculus and its Applications,93
S8cee69bb,2018/9,MATH08057,Introduction to Linear Algebra,87
S8cee69bb,2018/9,MATH08058,Calculus and its Applications,63
Sc3e5c2c8,2018/9,MATH07003,Fundamentals of Algebra and Calculus,72
Sc3e5c2c8,2018/9,MATH08057,Introduction to Linear Algebra,91
Sc3e5c2c8,2018/9,MATH08058,Calculus and its Applications,66
S7f4c2b7e,2018/9,MATH08057,Introduction to Linear Algebra,44
S7f4c2b7e,2018/9,MATH08058,Calculus and its Applications,0
S7f4c2b7e,2019/0,MATH08058,Calculus and its Applications,0
S03e611dd,2018/9,MATH08057,Introduction to Linear Algebra,89
S03e611dd,2018/9,MATH08058,Calculus and its Applications,77
Sc9b12946,2018/9,MATH08057,Introduction to Linear Algebra,80
Sc9b12946,2018/9,MATH08058,Calculus and its Applications,74
S2106ca6e,2018/9,MATH08057,Introduction to Linear Algebra,55
S2106ca6e,2018/9,MATH08058,Calculus and its Applications,57
S12d15bb7,2018/9,MATH08057,Introduction to Linear Algebra,87
S12d15bb7,2018/9,MATH08058,Calculus and its Applications,69
S8c58faca,2018/9,MATH08057,Introduction to Linear Algebra,96
S8c58faca,2018/9,MATH08058,Calculus and its Applications,86
S865275a7,2018/9,MATH08057,Introduction to Linear Algebra,58
S865275a7,2018/9,MATH08058,Calculus and its Applications,40
Sc98d02d0,2018/9,MATH08057,Introduction to Linear Algebra,72
Sc98d02d0,2018/9,MATH08058,Calculus and its Applications,58
S06da50a6,2018/9,MATH08057,Introduction to Linear Algebra,86
S06da50a6,2018/9,MATH08058,Calculus and its Applications,58
Sdd0cb126,2018/9,MATH08057,Introduction to Linear Algebra,31
Sdd0cb126,2018/9,MATH08058,Calculus and its Applications,40
Sdd0cb126,2019/0,MATH08057,Introduction to Linear Algebra,33
S352fff22,2018/9,MATH08057,Introduction to Linear Algebra,65
S352fff22,2018/9,MATH08058,Calculus and its Applications,41
S1211c8cf,2018/9,MATH08057,Introduction to Linear Algebra,71
S64ef19e2,2018/9,MATH08057,Introduction to Linear Algebra,68
S64ef19e2,2018/9,MATH08058,Calculus and its Applications,6
S64ef19e2,2019/0,MATH08058,Calculus and its Applications,0
S1711a222,2018/9,MATH08057,Introduction to Linear Algebra,97
S1711a222,2018/9,MATH08058,Calculus and its Applications,85
S039011d4,2018/9,MATH08057,Introduction to Linear Algebra,76
S039011d4,2018/9,MATH08058,Calculus and its Applications,54
Sd74c15d4,2018/9,MATH08057,Introduction to Linear Algebra,97
Sd74c15d4,2018/9,MATH08058,Calculus and its Applications,86
S7b171650,2018/9,MATH08057,Introduction to Linear Algebra,0
S85ae9183,2018/9,MATH08057,Introduction to Linear Algebra,95
